אביבי	אביבי
אדם	אדם
אוהד	אוהדי
אוהד	אוהדים
אמר	אומר
אוניברסיטה	אוניברסיטת
אושר	אושרו
אותו	אותה
אותו	אותם
אותו	אותן
אזרח	אזרחים
אחר	אחרים
אחת	אחת
איגוד	איגודים
איזה	איזו
איזה	איזושהי
איי	איי
איך	איך
אילו	אילו
אימון	אימון
אימון	אימונים
אינו	אינה
אינטרס	אינטרסים
אינו	איני
אינו	אינם
אינו	אינן
אינו	איננה
אינו	אינני
אצטדיון	איצטדיון
אירופי	אירופית
אישר	אישרה
אלופה	אלופה
אלופה	אלופות
אלי	אלי
אלפי	אלפי
אלפים	אלפים
אמנות	אמנות
אמן	אמנים
אמצעי	אמצעים
אמריקני	אמריקאי
אמריקני	אמריקאיות
אמריקני	אמריקאיים
אמריקני	אמריקאים
אמריקני	אמריקאית
הוא	אנו
הוא	אנחנו
הוא	אני
אסטרטגי	אסטראטגי
אספה	אספה
אספקה	אספקת
אפרים	אפרים
אקדמי	אקדמית
ארבע	ארבע
ארבעת	ארבעת
איש	אשה
אשר	אשר
הוא	אתה
הוא	אתם
אתר	אתר
אתר	אתרי
אתר	אתרים
באוזני	באוזני
באחרונה	באחרונה
באמצעות	באמצעות
בגדר	בגדר
בגין	בגין
בג״ץ	בג״ץ
בחינה	בחינת
בחירות	בחירות
בטרם	בטרם
ב	בי
בידור	בידור
בידי	בידי
בטחוני	ביטחוני
ייקר	בייקר
ביתי	ביתי
בי״ח	בי״ח
במפורש	במפורש
בניגוד	בניגוד
בעבור	בעבור
בעיטה	בעיטת
בעיה	בעיית
בעקבות	בעקבות
בפני	בפני
בצד	בצד
בקרב	בקרב
בקרה	בקרה
רן	ברונו
בריון	בריונים
בתור	בתור
גטו	גטו
גינוי	גינוי
גירוש	גירוש
ד	ד
דו"ח	דו"חות
דמות	דמויות
דם	דמים
דרגה	דרגת
דרישה	דרישה
דרישה	דרישות
דרישה	דרישת
ד״ר	ד״ר
הגדלה	הגדלת
הגיש	הגישה
הגנה	הגנה
הגנה	הגנת
